subj,word,assoc_i,sex_port,sex_ger,sex,language,rating
12,15,3,m,f,m,por,-3
12,16,1,f,m,f,por,3
12,16,2,f,m,f,por,-3
12,16,3,f,m,f,por,-5
12,17,1,f,m,f,por,-5
12,17,2,f,m,f,por,3
12,17,3,f,m,f,por,5
12,18,1,f,m,f,por,3
12,18,2,f,m,f,por,3
12,18,3,f,m,f,por,1
12,19,1,f,m,f,por,5
12,19,2,f,m,f,por,-1
12,19,3,f,m,f,por,3
12,20,1,f,m,f,por,1
12,20,2,f,m,f,por,3
12,20,3,f,m,f,por,1
12,21,1,m,f,m,por,1
12,21,2,m,f,m,por,-3
12,21,3,m,f,m,por,-5
12,22,1,f,m,f,por,5
12,22,2,f,m,f,por,-5
12,22,3,f,m,f,por,1
12,23,1,m,f,m,por,3
12,23,2,m,f,m,por,-3
12,23,3,m,f,m,por,-5
12,24,1,f,m,f,por,1
12,24,2,f,m,f,por,-5
12,24,3,f,m,f,por,5
13,1,1,f,m,f,por,3
13,1,2,f,m,f,por,-3
13,1,3,f,m,f,por,-3
13,2,1,m,f,m,por,-3
13,2,2,m,f,m,por,-3
13,2,3,m,f,m,por,-5
13,3,1,m,f,m,por,-3
13,3,2,m,f,m,por,-3
13,3,3,m,f,m,por,-5
13,4,1,m,f,m,por,-5
13,4,2,m,f,m,por,1
13,4,3,m,f,m,por,5
13,5,1,f,m,f,por,3
13,5,2,f,m,f,por,1
13,5,3,f,m,f,por,5
13,6,1,m,f,m,por,-3
13,6,2,m,f,m,por,1
13,6,3,m,f,m,por,1
13,7,1,f,m,f,por,1
13,7,2,f,m,f,por,-5
13,7,3,f,m,f,por,-1
13,8,1,f,m,f,por,5
13,8,2,f,m,f,por,5
13,8,3,f,m,f,por,1
13,9,1,m,f,m,por,-5
13,9,2,m,f,m,por,-1
13,9,3,m,f,m,por,1
13,10,1,f,m,f,por,5
13,10,2,f,m,f,por,3
13,10,3,f,m,f,por,3
13,11,1,f,m,f,por,-5
13,11,2,f,m,f,por,5
13,11,3,f,m,f,por,1
13,12,1,m,f,m,por,-1
13,12,2,m,f,m,por,-5
13,12,3,m,f,m,por,1
13,13,1,m,f,m,por,-5
13,13,2,m,f,m,por,-3
13,13,3,m,f,m,por,-3
13,14,1,f,m,f,por,3
13,14,2,f,m,f,por,-5
13,14,3,f,m,f,por,5
13,15,1,m,f,m,por,-5
13,15,2,m,f,m,por,-5
13,15,3,m,f,m,por,-1
13,16,1,f,m,f,por,-3
13,16,2,f,m,f,por,5
13,16,3,f,m,f,por,-5
13,17,1,f,m,f,por,-3
13,17,2,f,m,f,por,5
13,17,3,f,m,f,por,-5
13,18,1,f,m,f,por,5
13,18,2,f,m,f,por,5
13,18,3,f,m,f,por,1
13,19,1,f,m,f,por,-5
13,19,2,f,m,f,por,5
13,19,3,f,m,f,por,1
13,20,1,f,m,f,por,5
13,20,2,f,m,f,por,0
13,20,3,f,m,f,por,-5
13,21,1,m,f,m,por,-3
13,21,2,m,f,m,por,-3
13,21,3,m,f,m,por,-5
13,22,1,f,m,f,por,3
13,22,2,f,m,f,por,3
13,22,3,f,m,f,por,-3
13,23,1,m,f,m,por,-5
13,23,2,m,f,m,por,3
13,23,3,m,f,m,por,-3
13,24,1,f,m,f,por,-5
13,24,2,f,m,f,por,5
13,24,3,f,m,f,por,1
14,1,1,f,m,f,por,0
14,1,2,f,m,f,por,-1
14,1,3,f,m,f,por,5
14,2,1,m,f,m,por,-3
14,2,2,m,f,m,por,-5
14,2,3,m,f,m,por,-5
14,3,1,m,f,m,por,-5
14,3,2,m,f,m,por,-3
14,3,3,m,f,m,por,-3
14,4,1,m,f,m,por,-1
14,4,2,m,f,m,por,5
14,4,3,m,f,m,por,1
14,5,1,f,m,f,por,5
14,5,2,f,m,f,por,3
14,5,3,f,m,f,por,5
14,6,1,m,f,m,por,1
14,6,2,m,f,m,por,-5
14,6,3,m,f,m,por,-5
14,7,1,f,m,f,por,-5
14,7,2,f,m,f,por,-5
14,7,3,f,m,f,por,-5
14,8,1,f,m,f,por,3
14,8,2,f,m,f,por,0
14,8,3,f,m,f,por,-1
14,9,1,m,f,m,por,3
14,9,2,m,f,m,por,1
14,9,3,m,f,m,por,1
14,10,1,f,m,f,por,5
14,10,2,f,m,f,por,5
14,10,3,f,m,f,por,3
14,11,1,f,m,f,por,-5
14,11,2,f,m,f,por,0
14,11,3,f,m,f,por,-3
14,12,1,m,f,m,por,-3
14,12,2,m,f,m,por,3
14,12,3,m,f,m,por,1
14,13,1,m,f,m,por,-1
14,13,2,m,f,m,por,0
14,13,3,m,f,m,por,1
14,14,1,f,m,f,por,3
14,14,2,f,m,f,por,5
14,14,3,f,m,f,por,1
14,15,1,m,f,m,por,-3
14,15,2,m,f,m,por,-3
14,15,3,m,f,m,por,-1
14,16,1,f,m,f,por,-3
14,16,2,f,m,f,por,3
14,16,3,f,m,f,por,-5
14,17,1,f,m,f,por,-3
14,17,2,f,m,f,por,3
14,17,3,f,m,f,por,1
14,18,1,f,m,f,por,3
14,18,2,f,m,f,por,5
14,18,3,f,m,f,por,-1
14,19,1,f,m,f,por,1
14,19,2,f,m,f,por,-5
14,19,3,f,m,f,por,-3
14,20,1,f,m,f,por,3
14,20,2,f,m,f,por,1
14,20,3,f,m,f,por,-1
14,21,1,m,f,m,por,-5
14,21,2,m,f,m,por,-5
14,21,3,m,f,m,por,1
14,22,1,f,m,f,por,1
14,22,2,f,m,f,por,1
14,22,3,f,m,f,por,-1
14,23,1,m,f,m,por,3
14,23,2,m,f,m,por,-1
14,23,3,m,f,m,por,-1
14,24,1,f,m,f,por,1
14,24,2,f,m,f,por,-1
14,24,3,f,m,f,por,1
15,1,1,f,m,f,por,1
15,1,2,f,m,f,por,5
15,1,3,f,m,f,por,-3
15,2,1,m,f,m,por,1
15,2,2,m,f,m,por,-5
15,2,3,m,f,m,por,-1
15,3,1,m,f,m,por,-3
15,3,2,m,f,m,por,-3
15,3,3,m,f,m,por,-5
15,4,1,m,f,m,por,-5
15,4,2,m,f,m,por,1
15,4,3,m,f,m,por,-1
15,5,1,f,m,f,por,5
15,5,2,f,m,f,por,5
15,5,3,f,m,f,por,3
15,6,1,m,f,m,por,-5
15,6,2,m,f,m,por,-3
15,6,3,m,f,m,por,1
15,7,1,f,m,f,por,1
15,7,2,f,m,f,por,-5
15,7,3,f,m,f,por,5
15,8,1,f,m,f,por,5
15,8,2,f,m,f,por,-3
15,8,3,f,m,f,por,1
15,9,1,m,f,m,por,5
15,9,2,m,f,m,por,5
15,9,3,m,f,m,por,1
15,10,1,f,m,f,por,-5
15,10,2,f,m,f,por,3
15,10,3,f,m,f,por,3
15,11,1,f,m,f,por,-3
15,11,2,f,m,f,por,1
15,11,3,f,m,f,por,-1
15,12,1,m,f,m,por,3
15,12,2,m,f,m,por,-1
15,12,3,m,f,m,por,-5
15,13,1,m,f,m,por,-1
15,13,2,m,f,m,por,-5
15,13,3,m,f,m,por,-5
15,14,1,f,m,f,por,-5
15,14,2,f,m,f,por,5
15,14,3,f,m,f,por,3
15,15,1,m,f,m,por,3
15,15,2,m,f,m,por,-3
15,15,3,m,f,m,por,1
15,16,1,f,m,f,por,-5
15,16,2,f,m,f,por,5
15,16,3,f,m,f,por,3
15,17,1,f,m,f,por,-5
15,17,2,f,m,f,por,5
15,17,3,f,m,f,por,-3
15,18,1,f,m,f,por,-3
15,18,2,f,m,f,por,1
15,18,3,f,m,f,por,3
15,19,1,f,m,f,por,-5
15,19,2,f,m,f,por,5
15,19,3,f,m,f,por,-3
15,20,1,f,m,f,por,5
15,20,2,f,m,f,por,-1
15,20,3,f,m,f,por,5
15,21,1,m,f,m,por,-5
15,21,2,m,f,m,por,1
15,21,3,m,f,m,por,-5
15,22,1,f,m,f,por,-5
15,22,2,f,m,f,por,1
15,22,3,f,m,f,por,-5
15,23,1,m,f,m,por,-5
15,23,2,m,f,m,por,3
15,23,3,m,f,m,por,3
15,24,1,f,m,f,por,-5
15,24,2,f,m,f,por,-3
15,24,3,f,m,f,por,3
16,1,1,f,m,f,por,1
16,1,2,f,m,f,por,1
16,1,3,f,m,f,por,0
16,2,1,m,f,m,por,1
16,2,2,m,f,m,por,1
16,2,3,m,f,m,por,0
16,3,1,m,f,m,por,1
16,3,2,m,f,m,por,-5
16,3,3,m,f,m,por,-5
16,4,1,m,f,m,por,1
16,4,2,m,f,m,por,5
16,4,3,m,f,m,por,3
16,5,1,f,m,f,por,5
16,5,2,f,m,f,por,-3
16,5,3,f,m,f,por,-1
16,6,1,m,f,m,por,-3
16,6,2,m,f,m,por,-3
16,6,3,m,f,m,por,-3
16,7,1,f,m,f,por,-5
16,7,2,f,m,f,por,5
16,7,3,f,m,f,por,3
16,8,1,f,m,f,por,-1
16,8,2,f,m,f,por,5
16,8,3,f,m,f,por,3
16,9,1,m,f,m,por,1
16,9,2,m,f,m,por,-3
16,9,3,m,f,m,por,-3
16,10,1,f,m,f,por,3
16,10,2,f,m,f,por,3
16,10,3,f,m,f,por,3
16,11,1,f,m,f,por,5
16,11,2,f,m,f,por,-5
16,11,3,f,m,f,por,1
16,12,1,m,f,m,por,3
16,12,2,m,f,m,por,-3
16,12,3,m,f,m,por,-1
16,13,1,m,f,m,por,-5
16,13,2,m,f,m,por,3
16,13,3,m,f,m,por,-1
16,14,1,f,m,f,por,-1
16,14,2,f,m,f,por,1
16,14,3,f,m,f,por,5
16,15,1,m,f,m,por,-3
16,15,2,m,f,m,por,1
16,15,3,m,f,m,por,-5
16,16,1,f,m,f,por,-5
16,16,2,f,m,f,por,1
16,16,3,f,m,f,por,1
16,17,1,f,m,f,por,-3
16,17,2,f,m,f,por,3
16,17,3,f,m,f,por,-5
16,18,1,f,m,f,por,-5
16,18,2,f,m,f,por,3
16,18,3,f,m,f,por,-1
16,19,1,f,m,f,por,3
16,19,2,f,m,f,por,3
16,19,3,f,m,f,por,1
16,20,1,f,m,f,por,-1
16,20,2,f,m,f,por,5
16,20,3,f,m,f,por,1
16,21,1,m,f,m,por,-3
16,21,2,m,f,m,por,-1
16,21,3,m,f,m,por,-5
16,22,1,f,m,f,por,1
16,22,2,f,m,f,por,3
16,22,3,f,m,f,por,-5
16,23,1,m,f,m,por,-3
16,23,2,m,f,m,por,1
16,23,3,m,f,m,por,-5
16,24,1,f,m,f,por,-1
16,24,2,f,m,f,por,-1
16,24,3,f,m,f,por,1
17,1,1,f,m,f,por,-5
17,1,2,f,m,f,por,1
17,1,3,f,m,f,por,-3
17,2,1,m,f,m,por,-3
17,2,2,m,f,m,por,-5
17,2,3,m,f,m,por,-3
17,3,1,m,f,m,por,-5
17,3,2,m,f,m,por,-5
17,3,3,m,f,m,por,-3
17,4,1,m,f,m,por,5
17,4,2,m,f,m,por,5
17,4,3,m,f,m,por,3
17,5,1,f,m,f,por,5
17,5,2,f,m,f,por,1
17,5,3,f,m,f,por,1
17,6,1,m,f,m,por,-3
17,6,2,m,f,m,por,-3
17,6,3,m,f,m,por,-1
17,7,1,f,m,f,por,1
17,7,2,f,m,f,por,-5
17,7,3,f,m,f,por,-3
17,8,1,f,m,f,por,1
17,8,2,f,m,f,por,3
17,8,3,f,m,f,por,3
17,9,1,m,f,m,por,-1
17,9,2,m,f,m,por,1
17,9,3,m,f,m,por,-1
17,10,1,f,m,f,por,-5
17,10,2,f,m,f,por,5
17,10,3,f,m,f,por,1
17,11,1,f,m,f,por,-5
17,11,2,f,m,f,por,1
17,11,3,f,m,f,por,1
17,12,1,m,f,m,por,-3
17,12,2,m,f,m,por,3
17,12,3,m,f,m,por,-3
17,13,1,m,f,m,por,-1
17,13,2,m,f,m,por,-1
17,13,3,m,f,m,por,-3
17,14,1,f,m,f,por,-5
17,14,2,f,m,f,por,3
17,14,3,f,m,f,por,3
17,15,1,m,f,m,por,-3
17,15,2,m,f,m,por,3
17,15,3,m,f,m,por,-3
17,16,1,f,m,f,por,-5
17,16,2,f,m,f,por,3
17,16,3,f,m,f,por,1
17,17,1,f,m,f,por,1
17,17,2,f,m,f,por,-5
17,17,3,f,m,f,por,-5
17,18,1,f,m,f,por,3
17,18,2,f,m,f,por,1
17,18,3,f,m,f,por,5
17,19,1,f,m,f,por,3
17,19,2,f,m,f,por,-5
17,19,3,f,m,f,por,3
17,20,1,f,m,f,por,-1
17,20,2,f,m,f,por,3
17,20,3,f,m,f,por,-5
17,21,1,m,f,m,por,-5
17,21,2,m,f,m,por,-3
17,21,3,m,f,m,por,-3
17,22,1,f,m,f,por,1
17,22,2,f,m,f,por,3
17,22,3,f,m,f,por,1
17,23,1,m,f,m,por,-5
17,23,2,m,f,m,por,-1
17,23,3,m,f,m,por,3
17,24,1,f,m,f,por,3
17,24,2,f,m,f,por,-5
17,24,3,f,m,f,por,1
18,1,1,f,m,f,por,0
18,1,2,f,m,f,por,3
18,1,3,f,m,f,por,-5
18,2,1,m,f,m,por,-5
18,2,2,m,f,m,por,-5
18,2,3,m,f,m,por,-3
18,3,1,m,f,m,por,-3
18,3,2,m,f,m,por,1
18,3,3,m,f,m,por,-3
18,4,1,m,f,m,por,0
18,4,2,m,f,m,por,1
18,4,3,m,f,m,por,1
18,5,1,f,m,f,por,5
18,5,2,f,m,f,por,1
18,5,3,f,m,f,por,1
18,6,1,m,f,m,por,1
18,6,2,m,f,m,por,-5
18,6,3,m,f,m,por,-3
18,7,1,f,m,f,por,-3
18,7,2,f,m,f,por,3
18,7,3,f,m,f,por,1
18,8,1,f,m,f,por,1
18,8,2,f,m,f,por,3
18,8,3,f,m,f,por,3
18,9,1,m,f,m,por,1
18,9,2,m,f,m,por,-3
18,9,3,m,f,m,por,1
18,10,1,f,m,f,por,3
18,10,2,f,m,f,por,-1
18,10,3,f,m,f,por,5
18,11,1,f,m,f,por,-5
18,11,2,f,m,f,por,1
18,11,3,f,m,f,por,3
18,12,1,m,f,m,por,-5
18,12,2,m,f,m,por,1
18,12,3,m,f,m,por,-1
18,13,1,m,f,m,por,-1
18,13,2,m,f,m,por,-1
18,13,3,m,f,m,por,0
18,14,1,f,m,f,por,-3
18,14,2,f,m,f,por,3
18,14,3,f,m,f,por,-1
18,15,1,m,f,m,por,-1
18,15,2,m,f,m,por,3
18,15,3,m,f,m,por,1
18,16,1,f,m,f,por,-3
18,16,2,f,m,f,por,3
18,16,3,f,m,f,por,-3
18,17,1,f,m,f,por,-5
18,17,2,f,m,f,por,3
18,17,3,f,m,f,por,1
18,18,1,f,m,f,por,3
18,18,2,f,m,f,por,5
18,18,3,f,m,f,por,5
18,19,1,f,m,f,por,1
18,19,2,f,m,f,por,-5
18,19,3,f,m,f,por,5
18,20,1,f,m,f,por,0
18,20,2,f,m,f,por,-5
18,20,3,f,m,f,por,-1
18,21,1,m,f,m,por,-5
18,21,2,m,f,m,por,-5
18,21,3,m,f,m,por,-3
18,22,1,f,m,f,por,-5
18,22,2,f,m,f,por,-3
18,22,3,f,m,f,por,3
18,23,1,m,f,m,por,-5
18,23,2,m,f,m,por,3
18,23,3,m,f,m,por,3
18,24,1,f,m,f,por,-1
18,24,2,f,m,f,por,1
18,24,3,f,m,f,por,0
19,1,1,f,m,f,por,-3
19,1,2,f,m,f,por,1
19,1,3,f,m,f,por,-3
19,2,1,m,f,m,por,3
19,2,2,m,f,m,por,1
19,2,3,m,f,m,por,-1
19,3,1,m,f,m,por,-5
19,3,2,m,f,m,por,-1
19,3,3,m,f,m,por,-3
19,4,1,m,f,m,por,5
19,4,2,m,f,m,por,3
19,4,3,m,f,m,por,-1
19,5,1,f,m,f,por,3
19,5,2,f,m,f,por,3
19,5,3,f,m,f,por,1
19,6,1,m,f,m,por,-1
19,6,2,m,f,m,por,-3
19,6,3,m,f,m,por,-3
19,7,1,f,m,f,por,-3
19,7,2,f,m,f,por,1
19,7,3,f,m,f,por,1
19,8,1,f,m,f,por,1
19,8,2,f,m,f,por,3
19,8,3,f,m,f,por,5
19,9,1,m,f,m,por,5
19,9,2,m,f,m,por,-1
19,9,3,m,f,m,por,-3
19,10,1,f,m,f,por,3
19,10,2,f,m,f,por,1
19,10,3,f,m,f,por,5
19,11,1,f,m,f,por,3
19,11,2,f,m,f,por,-3
19,11,3,f,m,f,por,3
19,12,1,m,f,m,por,1
19,12,2,m,f,m,por,1
19,12,3,m,f,m,por,-1
19,13,1,m,f,m,por,-1
19,13,2,m,f,m,por,0
19,13,3,m,f,m,por,-1
19,14,1,f,m,f,por,3
19,14,2,f,m,f,por,3
19,14,3,f,m,f,por,-1
19,15,1,m,f,m,por,-3
19,15,2,m,f,m,por,-3
19,15,3,m,f,m,por,-3
19,16,1,f,m,f,por,-5
19,16,2,f,m,f,por,-5
19,16,3,f,m,f,por,3
19,17,1,f,m,f,por,-5
19,17,2,f,m,f,por,5
19,17,3,f,m,f,por,3
19,18,1,f,m,f,por,1
19,18,2,f,m,f,por,3
19,18,3,f,m,f,por,3
19,19,1,f,m,f,por,-5
19,19,2,f,m,f,por,-1
19,19,3,f,m,f,por,1
19,20,1,f,m,f,por,5
19,20,2,f,m,f,por,-1
19,20,3,f,m,f,por,0
19,21,1,m,f,m,por,-5
19,21,2,m,f,m,por,1
19,21,3,m,f,m,por,-5
19,22,1,f,m,f,por,-1
19,22,2,f,m,f,por,3
19,22,3,f,m,f,por,3
19,23,1,m,f,m,por,3
19,23,2,m,f,m,por,1
19,23,3,m,f,m,por,3
19,24,1,f,m,f,por,-1
19,24,2,f,m,f,por,1
19,24,3,f,m,f,por,3
20,1,1,f,m,f,por,-5
20,1,2,f,m,f,por,5
20,1,3,f,m,f,por,3
20,2,1,m,f,m,por,-1
20,2,2,m,f,m,por,1
20,2,3,m,f,m,por,-1
20,3,1,m,f,m,por,-5
20,3,2,m,f,m,por,5
20,3,3,m,f,m,por,1
20,4,1,m,f,m,por,-5
20,4,2,m,f,m,por,3
20,4,3,m,f,m,por,-1
20,5,1,f,m,f,por,-3
20,5,2,f,m,f,por,1
20,5,3,f,m,f,por,1
20,6,1,m,f,m,por,1
20,6,2,m,f,m,por,-3
20,6,3,m,f,m,por,-1
20,7,1,f,m,f,por,-5
20,7,2,f,m,f,por,1
20,7,3,f,m,f,por,-5
20,8,1,f,m,f,por,-3
20,8,2,f,m,f,por,5
20,8,3,f,m,f,por,3
20,9,1,m,f,m,por,-1
20,9,2,m,f,m,por,1
20,9,3,m,f,m,por,-1
20,10,1,f,m,f,por,3
20,10,2,f,m,f,por,3
20,10,3,f,m,f,por,3
20,11,1,f,m,f,por,-1
20,11,2,f,m,f,por,3
20,11,3,f,m,f,por,-5
20,12,1,m,f,m,por,1
20,12,2,m,f,m,por,-5
20,12,3,m,f,m,por,-1
20,13,1,m,f,m,por,-3
20,13,2,m,f,m,por,-1
20,13,3,m,f,m,por,1
20,14,1,f,m,f,por,3
20,14,2,f,m,f,por,3
20,14,3,f,m,f,por,-3
20,15,1,m,f,m,por,-1
20,15,2,m,f,m,por,-1
20,15,3,m,f,m,por,-5
20,16,1,f,m,f,por,-3
20,16,2,f,m,f,por,-5
20,16,3,f,m,f,por,1
20,17,1,f,m,f,por,-5
20,17,2,f,m,f,por,1
20,17,3,f,m,f,por,-1
20,18,1,f,m,f,por,5
20,18,2,f,m,f,por,-5
20,18,3,f,m,f,por,3
20,19,1,f,m,f,por,3
20,19,2,f,m,f,por,-3
20,19,3,f,m,f,por,-5
20,20,1,f,m,f,por,-1
20,20,2,f,m,f,por,1
20,20,3,f,m,f,por,-3
20,21,1,m,f,m,por,-3
20,21,2,m,f,m,por,-3
20,21,3,m,f,m,por,-5
20,22,1,f,m,f,por,3
20,22,2,f,m,f,por,-1
20,22,3,f,m,f,por,-3
20,23,1,m,f,m,por,1
20,23,2,m,f,m,por,3
20,23,3,m,f,m,por,5
20,24,1,f,m,f,por,1
20,24,2,f,m,f,por,3
20,24,3,f,m,f,por,1
21,1,1,f,m,f,por,0
21,1,2,f,m,f,por,-3
21,1,3,f,m,f,por,-5
21,2,1,m,f,m,por,-5
21,2,2,m,f,m,por,-3
21,2,3,m,f,m,por,-3
21,3,1,m,f,m,por,-3
21,3,2,m,f,m,por,-3
21,3,3,m,f,m,por,-3
21,4,1,m,f,m,por,3
21,4,2,m,f,m,por,5
21,4,3,m,f,m,por,-5
21,5,1,f,m,f,por,1
21,5,2,f,m,f,por,0
21,5,3,f,m,f,por,5
21,6,1,m,f,m,por,-3
21,6,2,m,f,m,por,-3
21,6,3,m,f,m,por,1
21,7,1,f,m,f,por,-5
21,7,2,f,m,f,por,-5
21,7,3,f,m,f,por,3
21,8,1,f,m,f,por,3
21,8,2,f,m,f,por,3
21,8,3,f,m,f,por,1
21,9,1,m,f,m,por,-5
21,9,2,m,f,m,por,-3
21,9,3,m,f,m,por,-3
21,10,1,f,m,f,por,3
21,10,2,f,m,f,por,3
21,10,3,f,m,f,por,5
21,11,1,f,m,f,por,-5
21,11,2,f,m,f,por,1
21,11,3,f,m,f,por,1
21,12,1,m,f,m,por,-3
21,12,2,m,f,m,por,-3
21,12,3,m,f,m,por,-5
21,13,1,m,f,m,por,-5
21,13,2,m,f,m,por,-5
21,13,3,m,f,m,por,-5
21,14,1,f,m,f,por,3
21,14,2,f,m,f,por,-1
21,14,3,f,m,f,por,-3
21,15,1,m,f,m,por,-1
21,15,2,m,f,m,por,-3
21,15,3,m,f,m,por,-3
21,16,1,f,m,f,por,-3
21,16,2,f,m,f,por,-3
21,16,3,f,m,f,por,-3
21,17,1,f,m,f,por,-5
21,17,2,f,m,f,por,-1
21,17,3,f,m,f,por,-1
21,18,1,f,m,f,por,-5
21,18,2,f,m,f,por,-3
21,18,3,f,m,f,por,1
21,19,1,f,m,f,por,-5
21,19,2,f,m,f,por,-5
21,19,3,f,m,f,por,3
21,20,1,f,m,f,por,-5
21,20,2,f,m,f,por,1
21,20,3,f,m,f,por,1
21,21,1,m,f,m,por,-3
21,21,2,m,f,m,por,-3
21,21,3,m,f,m,por,-5
21,22,1,f,m,f,por,-5
21,22,2,f,m,f,por,3
21,22,3,f,m,f,por,1
21,23,1,m,f,m,por,3
21,23,2,m,f,m,por,-3
21,23,3,m,f,m,por,-3
21,24,1,f,m,f,por,1
21,24,2,f,m,f,por,-3
21,24,3,f,m,f,por,5
22,1,1,f,m,f,por,-5
22,1,2,f,m,f,por,0
22,1,3,f,m,f,por,5
22,2,1,m,f,m,por,1
22,2,2,m,f,m,por,-1
22,2,3,m,f,m,por,-1
22,3,1,m,f,m,por,1
22,3,2,m,f,m,por,-5
22,3,3,m,f,m,por,-3
22,4,1,m,f,m,por,-5
22,4,2,m,f,m,por,1
22,4,3,m,f,m,por,-1
22,5,1,f,m,f,por,5
22,5,2,f,m,f,por,1
22,5,3,f,m,f,por,3
22,6,1,m,f,m,por,-3
22,6,2,m,f,m,por,3
22,6,3,m,f,m,por,-3
22,7,1,f,m,f,por,-5
22,7,2,f,m,f,por,3
22,7,3,f,m,f,por,5
22,8,1,f,m,f,por,3
22,8,2,f,m,f,por,3
22,8,3,f,m,f,por,5
22,9,1,m,f,m,por,3
22,9,2,m,f,m,por,-1
22,9,3,m,f,m,por,1
22,10,1,f,m,f,por,3
22,10,2,f,m,f,por,5
22,10,3,f,m,f,por,3
22,11,1,f,m,f,por,1
22,11,2,f,m,f,por,1
22,11,3,f,m,f,por,-3
22,12,1,m,f,m,por,-1
22,12,2,m,f,m,por,-1
22,12,3,m,f,m,por,-5
22,13,1,m,f,m,por,-1
22,13,2,m,f,m,por,3
22,13,3,m,f,m,por,0
22,14,1,f,m,f,por,-5
22,14,2,f,m,f,por,5
22,14,3,f,m,f,por,-1
22,15,1,m,f,m,por,-3
22,15,2,m,f,m,por,-5
22,15,3,m,f,m,por,-1
22,16,1,f,m,f,por,-3
22,16,2,f,m,f,por,3
22,16,3,f,m,f,por,3
22,17,1,f,m,f,por,-5
22,17,2,f,m,f,por,1
22,17,3,f,m,f,por,1
22,18,1,f,m,f,por,5
22,18,2,f,m,f,por,-5
22,18,3,f,m,f,por,5
22,19,1,f,m,f,por,-5
22,19,2,f,m,f,por,3
22,19,3,f,m,f,por,-1
22,20,1,f,m,f,por,5
22,20,2,f,m,f,por,3
22,20,3,f,m,f,por,3
22,21,1,m,f,m,por,-1
22,21,2,m,f,m,por,-5
22,21,3,m,f,m,por,-3
22,22,1,f,m,f,por,3
22,22,2,f,m,f,por,-3
22,22,3,f,m,f,por,1
22,23,1,m,f,m,por,3
22,23,2,m,f,m,por,3
22,23,3,m,f,m,por,-5
22,24,1,f,m,f,por,5
22,24,2,f,m,f,por,1
22,24,3,f,m,f,por,0
23,1,1,f,m,f,por,-5
23,1,2,f,m,f,por,0
23,1,3,f,m,f,por,5
23,2,1,m,f,m,por,-1
23,2,2,m,f,m,por,-3
23,2,3,m,f,m,por,-1
23,3,1,m,f,m,por,0
23,3,2,m,f,m,por,-3
23,3,3,m,f,m,por,-5
23,4,1,m,f,m,por,5
23,4,2,m,f,m,por,-5
23,4,3,m,f,m,por,5
23,5,1,f,m,f,por,1
23,5,2,f,m,f,por,1
23,5,3,f,m,f,por,-5
23,6,1,m,f,m,por,0
23,6,2,m,f,m,por,0
23,6,3,m,f,m,por,-5
23,7,1,f,m,f,por,5
23,7,2,f,m,f,por,-5
23,7,3,f,m,f,por,-5
23,8,1,f,m,f,por,-3
23,8,2,f,m,f,por,3
23,8,3,f,m,f,por,5
23,9,1,m,f,m,por,1
23,9,2,m,f,m,por,-5
23,9,3,m,f,m,por,-3
23,10,1,f,m,f,por,-5
23,10,2,f,m,f,por,5
23,10,3,f,m,f,por,-5
23,11,1,f,m,f,por,-5
23,11,2,f,m,f,por,-3
23,11,3,f,m,f,por,1
23,12,1,m,f,m,por,1
23,12,2,m,f,m,por,-3
23,12,3,m,f,m,por,-5
23,13,1,m,f,m,por,-1
23,13,2,m,f,m,por,0
23,13,3,m,f,m,por,-5
23,14,1,f,m,f,por,5
23,14,2,f,m,f,por,-5
23,14,3,f,m,f,por,5
23,15,1,m,f,m,por,-1
23,15,2,m,f,m,por,-5
23,15,3,m,f,m,por,1
23,16,1,f,m,f,por,-3
23,16,2,f,m,f,por,5
23,16,3,f,m,f,por,-5
23,17,1,f,m,f,por,3
23,17,2,f,m,f,por,-1
23,17,3,f,m,f,por,-5
23,18,1,f,m,f,por,3
23,18,2,f,m,f,por,3
23,18,3,f,m,f,por,5
23,19,1,f,m,f,por,-5
23,19,2,f,m,f,por,5
23,19,3,f,m,f,por,-1
23,20,1,f,m,f,por,-5
23,20,2,f,m,f,por,5
23,20,3,f,m,f,por,5
23,21,1,m,f,m,por,1
23,21,2,m,f,m,por,-5
23,21,3,m,f,m,por,-3
23,22,1,f,m,f,por,-5
23,22,2,f,m,f,por,3
23,22,3,f,m,f,por,5
23,23,1,m,f,m,por,5
23,23,2,m,f,m,por,3
23,23,3,m,f,m,por,3
23,24,1,f,m,f,por,1
23,24,2,f,m,f,por,-5
23,24,3,f,m,f,por,3
24,1,1,f,m,f,por,0
24,1,2,f,m,f,por,-3
24,1,3,f,m,f,por,3
24,2,1,m,f,m,por,-3
24,2,2,m,f,m,por,3
24,2,3,m,f,m,por,-1
24,3,1,m,f,m,por,-3
24,3,2,m,f,m,por,-3
24,3,3,m,f,m,por,1
24,4,1,m,f,m,por,-1
24,4,2,m,f,m,por,1
24,4,3,m,f,m,por,1
24,5,1,f,m,f,por,3
24,5,2,f,m,f,por,0
24,5,3,f,m,f,por,5
24,6,1,m,f,m,por,-3
24,6,2,m,f,m,por,1
24,6,3,m,f,m,por,-5
24,7,1,f,m,f,por,3
24,7,2,f,m,f,por,-1
24,7,3,f,m,f,por,-1
24,8,1,f,m,f,por,1
24,8,2,f,m,f,por,1
24,8,3,f,m,f,por,1
24,9,1,m,f,m,por,0
24,9,2,m,f,m,por,3
24,9,3,m,f,m,por,3
